CABra ID  	 312
ANA ID    	 57770000
Longitude 	 -41.648   	 dd
Latitude  	 -21.029   	 dd
Area      	 154.86    	 km²
Elevation 	 574.84    	 m
Quality   	 0 = missing	 1 = raw   	 2 = consistent
 
 Year	 Month	   Day	 Streamflow	    Quality
     	      	      	    (m³s¯¹)	           
 1980	    10	     1	      0.748	          1
 1980	    10	     2	      0.748	          1
 1980	    10	     3	      0.703	          1
 1980	    10	     4	      0.703	          1
 1980	    10	     5	      0.659	          1
 1980	    10	     6	      0.940	          1
 1980	    10	     7	      0.940	          1
 1980	    10	     8	      0.890	          1
 1980	    10	     9	      0.842	          1
 1980	    10	    10	      0.794	          1
 1980	    10	    11	      0.890	          1
 1980	    10	    12	      1.095	          1
 1980	    10	    13	      1.431	          1
 1980	    10	    14	      1.148	          1
 1980	    10	    15	      1.042	          1
 1980	    10	    16	      0.990	          1
 1980	    10	    17	      0.940	          1
 1980	    10	    18	      0.940	          1
 1980	    10	    19	      0.842	          1
 1980	    10	    20	      0.842	          1
 1980	    10	    21	      0.794	          1
 1980	    10	    22	      0.748	          1
 1980	    10	    23	      0.659	          1
 1980	    10	    24	      0.616	          1
 1980	    10	    25	      0.574	          1
 1980	    10	    26	      0.534	          1
 1980	    10	    27	      0.534	          1
 1980	    10	    28	      0.494	          1
 1980	    10	    29	      0.494	          1
 1980	    10	    30	      0.494	          1
 1980	    10	    31	      0.574	          1
 1980	    11	     1	      1.095	          2
 1980	    11	     2	      0.940	          2
 1980	    11	     3	      0.842	          2
 1980	    11	     4	      0.842	          2
 1980	    11	     5	      0.794	          2
 1980	    11	     6	      0.794	          2
 1980	    11	     7	      0.748	          2
 1980	    11	     8	      0.659	          2
 1980	    11	     9	      0.703	          2
 1980	    11	    10	      0.659	          2
 1980	    11	    11	      0.940	          2
 1980	    11	    12	      0.748	          2
 1980	    11	    13	      1.373	          2
 1980	    11	    14	      0.794	          2
 1980	    11	    15	      0.703	          2
 1980	    11	    16	      0.659	          2
 1980	    11	    17	      0.703	          2
 1980	    11	    18	      0.703	          2
 1980	    11	    19	      0.659	          2
 1980	    11	    20	      0.659	          2
 1980	    11	    21	      0.940	          2
 1980	    11	    22	      0.703	          2
 1980	    11	    23	      0.659	          2
 1980	    11	    24	      0.616	          2
 1980	    11	    25	      1.315	          2
 1980	    11	    26	      0.940	          2
 1980	    11	    27	      0.842	          2
 1980	    11	    28	      0.748	          2
 1980	    11	    29	      0.659	          2
 1980	    11	    30	      0.616	          2
 1980	    12	     1	      0.748	          2
 1980	    12	     2	      1.203	          2
 1980	    12	     3	      1.802	          2
 1980	    12	     4	      2.567	          2
 1980	    12	     5	      2.493	          2
 1980	    12	     6	      1.802	          2
 1980	    12	     7	      5.158	          2
 1980	    12	     8	      2.068	          2
 1980	    12	     9	      2.207	          2
 1980	    12	    10	      4.868	          2
 1980	    12	    11	      1.675	          2
 1980	    12	    12	      1.315	          2
 1980	    12	    13	      4.217	          2
 1980	    12	    14	      5.861	          2
 1980	    12	    15	      1.934	          2
 1980	    12	    16	      1.934	          2
 1980	    12	    17	      2.950	          2
 1980	    12	    18	      1.675	          2
 1980	    12	    19	      1.491	          2
 1980	    12	    20	      1.315	          2
 1980	    12	    21	      1.203	          2
 1980	    12	    22	      1.095	          2
 1980	    12	    23	      1.095	          2
 1980	    12	    24	      2.950	          2
 1980	    12	    25	      1.258	          2
 1980	    12	    26	      1.148	          2
 1980	    12	    27	      1.095	          2
 1980	    12	    28	      1.042	          2
 1980	    12	    29	      0.990	          2
 1980	    12	    30	      1.095	          2
 1980	    12	    31	      2.421	          2
 1981	     1	     1	      1.802	          2
 1981	     1	     2	      1.613	          2
 1981	     1	     3	      1.491	          2
 1981	     1	     4	      1.373	          2
 1981	     1	     5	      1.315	          2
 1981	     1	     6	      1.258	          2
 1981	     1	     7	      1.203	          2
 1981	     1	     8	      1.315	          2
 1981	     1	     9	      3.028	          2
 1981	     1	    10	      1.613	          2
 1981	     1	    11	      1.258	          2
 1981	     1	    12	      1.148	          2
 1981	     1	    13	      1.095	          2
 1981	     1	    14	      1.042	          2
 1981	     1	    15	      0.990	          2
 1981	     1	    16	      0.940	          2
 1981	     1	    17	      0.890	          2
 1981	     1	    18	      0.842	          2
 1981	     1	    19	      0.794	          2
 1981	     1	    20	      0.748	          2
 1981	     1	    21	      0.703	          2
 1981	     1	    22	      0.794	          2
 1981	     1	    23	      2.277	          2
 1981	     1	    24	      1.491	          2
 1981	     1	    25	      3.949	          2
 1981	     1	    26	      2.493	          2
 1981	     1	    27	      2.000	          2
 1981	     1	    28	      1.431	          2
 1981	     1	    29	      1.203	          2
 1981	     1	    30	      1.095	          2
 1981	     1	    31	      0.940	          2
 1981	     2	     1	      0.890	          2
 1981	     2	     2	      0.842	          2
 1981	     2	     3	      0.794	          2
 1981	     2	     4	      0.748	          2
 1981	     2	     5	      0.703	          2
 1981	     2	     6	      0.616	          2
 1981	     2	     7	      0.616	          2
 1981	     2	     8	      0.574	          2
 1981	     2	     9	      0.574	          2
 1981	     2	    10	      0.842	          2
 1981	     2	    11	      1.551	          2
 1981	     2	    12	      1.095	          2
 1981	     2	    13	      0.748	          2
 1981	     2	    14	      0.659	          2
 1981	     2	    15	      0.659	          2
 1981	     2	    16	      0.659	          2
 1981	     2	    17	      0.616	          2
 1981	     2	    18	      0.616	          2
 1981	     2	    19	      0.574	          2
 1981	     2	    20	      0.616	          2
 1981	     2	    21	      0.616	          2
 1981	     2	    22	      0.616	          2
 1981	     2	    23	      0.659	          2
 1981	     2	    24	      0.659	          2
 1981	     2	    25	      0.890	          2
 1981	     2	    26	      0.703	          2
 1981	     2	    27	      0.703	          2
 1981	     2	    28	      0.659	          2
 1981	     3	     1	      0.659	          2
 1981	     3	     2	      0.616	          2
 1981	     3	     3	      0.574	          2
 1981	     3	     4	      0.534	          2
 1981	     3	     5	      0.494	          2
 1981	     3	     6	      0.494	          2
 1981	     3	     7	      1.258	          2
 1981	     3	     8	      2.421	          2
 1981	     3	     9	      5.256	          2
 1981	     3	    10	      2.871	          2
 1981	     3	    11	      1.675	          2
 1981	     3	    12	      0.940	          2
 1981	     3	    13	      0.748	          2
 1981	     3	    14	      0.703	          2
 1981	     3	    15	      0.703	          2
 1981	     3	    16	      0.703	          2
 1981	     3	    17	      0.616	          2
 1981	     3	    18	      0.616	          2
 1981	     3	    19	     10.912	          2
 1981	     3	    20	      3.189	          2
 1981	     3	    21	      1.431	          2
 1981	     3	    22	      1.203	          2
 1981	     3	    23	      1.095	          2
 1981	     3	    24	      1.095	          2
 1981	     3	    25	      1.042	          2
 1981	     3	    26	      1.042	          2
 1981	     3	    27	      0.990	          2
 1981	     3	    28	      0.940	          2
 1981	     3	    29	      0.940	          2
 1981	     3	    30	      0.890	          2
 1981	     3	    31	      0.940	          2
 1981	     4	     1	      3.862	          2
 1981	     4	     2	      2.000	          2
